cpse,record_description,normalized_description,canonical_id,canonical_description,category,description_score,technical_score,category_score,conflict_count,conflicts,confidence_score,decision,candidate_rank
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0021,2 IN SS304 GATE VALVE 150 CLASS,VALVE,47.27,0.0,100.0,0,,31.27,NO_MATCH,5
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,47.27,0.0,100.0,0,,31.27,NO_MATCH,6
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,42.31,0.0,100.0,0,,29.04,NO_MATCH,7
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0022,2 IN SS304 GATE VALVE 300 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,8
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,9
CPSE-B,"6""CS BUTTERFLY VAL 150#",6INCS BUTTERFLY VAL 150#,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,36.36,0.0,100.0,0,,26.36,NO_MATCH,10
CPSE-B,"6""CS SEAMLESS PIPE SCH80",6INCS SEAMLESS PIPE SCH80,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,88.46,100.0,100.0,0,,94.81,MATCH,1
CPSE-B,"6""CS SEAMLESS PIPE SCH80",6INCS SEAMLESS PIPE SCH80,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-B,"6""CS SEAMLESS PIPE SCH80",6INCS SEAMLESS PIPE SCH80,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,3
CPSE-B,"6""CS SLIP ON FLG 150#",6INCS SLIP ON FLANGE 150#,CM0045,6 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,77.19,100.0,100.0,0,,89.74,MATCH,1
CPSE-B,"6""CS SLIP ON FLG 150#",6INCS SLIP ON FLANGE 150#,CM0043,3 IN CS SLIP ON FLANGE 150 CLASS,FLANGE,73.68,100.0,100.0,0,,88.16,MATCH,2
CPSE-B,"6""CS SLIP ON FLG 150#",6INCS SLIP ON FLANGE 150#,CM0047,10 IN SS304 SLIP ON FLANGE 150 CLASS,FLANGE,72.13,100.0,100.0,0,,87.46,MATCH,3
CPSE-B,"6""CS SLIP ON FLG 150#",6INCS SLIP ON FLANGE 150#,CM0049,4 IN SS304 SLIP ON FLANGE 300 CLASS,FLANGE,71.79,100.0,100.0,0,,87.31,MATCH,4
CPSE-B,"6""PTFE FULL FACE GASK 300#",6INPTFE FULL FACE GASK 300#,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,66.67,100.0,100.0,0,,85.0,MATCH,1
CPSE-B,"6""PTFE FULL FACE GASK 300#",6INPTFE FULL FACE GASK 300#,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,57.14,100.0,100.0,0,,80.71,REVIEW,2
CPSE-B,"6""PTFE FULL FACE GASK 300#",6INPTFE FULL FACE GASK 300#,CM0056,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,57.14,100.0,100.0,0,,80.71,REVIEW,3
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0054,6 IN SPIRAL WOUND GRAPHITE GASKET 150 CLASS,GASKET,72.73,100.0,100.0,0,,87.73,MATCH,1
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0051,2 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,72.5,100.0,100.0,0,,87.62,MATCH,2
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0052,3 IN SPIRAL WOUND SS GRAPHITE GASKET 150 CLASS,GASKET,72.5,100.0,100.0,0,,87.62,MATCH,3
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0059,10 IN GRAPHITE SPIRAL WOUND GASKET 150 CLASS,GASKET,69.23,100.0,100.0,0,,86.15,MATCH,4
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0060,12 IN GRAPHITE SPIRAL WOUND GASKET 300 CLASS,GASKET,66.67,100.0,100.0,0,,85.0,MATCH,5
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0053,4 IN SPIRAL WOUND GRAPHITE GASKET 300 CLASS,GASKET,64.94,100.0,100.0,0,,84.22,REVIEW,6
CPSE-B,"6""SPIRAL WOUND GRAPHITE GASK 150#",6INSPIRAL WOUND GRAPHITE GASK 150#,CM0057,4 IN SS GRAPHITE GASKET 150 CLASS,GASKET,62.69,100.0,100.0,0,,83.21,REVIEW,7
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,93.1,100.0,100.0,0,,96.9,MATCH,2
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,3
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0037,3 IN SS316 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,4
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0031,2 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,5
CPSE-B,"6""SS304 SEAMLESS PIPE SCH40",6INSS304 SEAMLESS PIPE SCH40,CM0032,3 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,6
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,79.25,0.0,100.0,0,,45.66,NO_MATCH,1
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,67.92,0.0,100.0,0,,40.57,NO_MATCH,2
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0022,2 IN SS304 GATE VALVE 300 CLASS,VALVE,49.06,0.0,100.0,0,,32.08,NO_MATCH,3
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,48.0,0.0,100.0,0,,31.6,NO_MATCH,4
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0021,2 IN SS304 GATE VALVE 150 CLASS,VALVE,41.51,0.0,100.0,0,,28.68,NO_MATCH,5
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,41.51,0.0,100.0,0,,28.68,NO_MATCH,6
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0023,3 IN CS GATE VALVE 150 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,7
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,40.0,0.0,100.0,0,,28.0,NO_MATCH,8
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0029,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,39.29,0.0,100.0,0,,27.68,NO_MATCH,9
CPSE-B,"6""SS316 BALL VAL 300#",6INSS316 BALL VAL 300#,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,39.22,0.0,100.0,0,,27.65,NO_MATCH,10
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,86.57,100.0,100.0,0,,93.96,MATCH,1
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0042,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,77.61,100.0,100.0,0,,89.93,MATCH,2
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,77.61,100.0,100.0,0,,89.93,MATCH,3
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0041,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,71.88,100.0,100.0,0,,87.34,MATCH,4
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0048,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,70.77,100.0,100.0,0,,86.85,MATCH,5
CPSE-B,"6""SS316 WELD NECK FLG 150#",6INSS316 WELD NECK FLANGE 150#,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,69.57,100.0,100.0,0,,86.3,MATCH,6
CPSE-A,8 IN CS GATE VLV 300 CLASS,8IN CARBON STEEL GATE VALVE 300 CLASS,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,83.33,100.0,100.0,0,,92.5,MATCH,1
CPSE-C,8 IN CS GTV 300 CLASS,8IN CARBON STEEL GTV 300 CLASS,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,62.07,100.0,100.0,0,,82.93,REVIEW,1
CPSE-A,8 IN CS SEAMLESS PIP SCH80,8IN CARBON STEEL SEAMLESS PIP SCH80,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,77.42,100.0,100.0,0,,89.84,MATCH,1
CPSE-C,8 IN CS SEAMLESS PIPE SCH80,8IN CARBON STEEL SEAMLESS PIPE SCH80,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,1
CPSE-A,8 IN CS WELD NECK FLG 300 CLASS,8IN CARBON STEEL WELD NECK FLANGE 300 CLASS,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,86.67,100.0,100.0,0,,94.0,MATCH,1
CPSE-C,8 IN CS WN FLG 300 CLASS,8IN CARBON STEEL WN FLANGE 300 CLASS,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,71.43,100.0,100.0,0,,87.14,MATCH,1
CPSE-C,8 IN PTFE FF GASKET 150 CLASS,8IN PTFE FF GASKET 150 CLASS,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-A,8 IN PTFE FULL FACE GKT 150 CLASS,8IN PTFE FULL FACE GASKET 150 CLASS,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,98.59,100.0,100.0,0,,99.37,MATCH,1
CPSE-A,8 IN SS316 SEAMLESS PIP SCH40,8IN SS316 SEAMLESS PIP SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-C,8 IN SS316 SEAMLESS PIPE SCH40,8IN SS316 SEAMLESS PIPE SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,98.31,100.0,100.0,0,,99.24,MATCH,1
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0028,8 IN CS GATE VALVE 300 CLASS,VALVE,68.09,0.0,100.0,0,,40.64,NO_MATCH,1
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0022,2 IN SS304 GATE VALVE 300 CLASS,VALVE,64.0,0.0,100.0,0,,38.8,NO_MATCH,2
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0021,2 IN SS304 GATE VALVE 150 CLASS,VALVE,56.0,0.0,100.0,0,,35.2,NO_MATCH,3
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0026,4 IN SS304 GATE VALVE 150 CLASS,VALVE,56.0,0.0,100.0,0,,35.2,NO_MATCH,4
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0023,3 IN CS GATE VALVE 150 CLASS,VALVE,55.32,0.0,100.0,0,,34.89,NO_MATCH,5
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0030,2 IN CS GLOBE VALVE 150 CLASS,VALVE,45.83,0.0,100.0,0,,30.62,NO_MATCH,6
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0027,6 IN SS316 BALL VALVE 300 CLASS,VALVE,44.0,0.0,100.0,0,,29.8,NO_MATCH,7
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0029,10 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,37.74,0.0,100.0,0,,26.98,NO_MATCH,8
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0024,4 IN SS316 BALL VALVE 150 CLASS,VALVE,36.0,0.0,100.0,0,,26.2,NO_MATCH,9
CPSE-B,"8""CS GATE VAL 300#",8INCS GATE VAL 300#,CM0025,6 IN CS BUTTERFLY VALVE 150 CLASS,VALVE,34.62,0.0,100.0,0,,25.58,NO_MATCH,10
CPSE-B,"8""CS SEAMLESS PIPE SCH80",8INCS SEAMLESS PIPE SCH80,CM0040,8 IN CS SEAMLESS PIPE SCH80,PIPE,88.46,100.0,100.0,0,,94.81,MATCH,1
CPSE-B,"8""CS SEAMLESS PIPE SCH80",8INCS SEAMLESS PIPE SCH80,CM0034,6 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,2
CPSE-B,"8""CS SEAMLESS PIPE SCH80",8INCS SEAMLESS PIPE SCH80,CM0038,4 IN CS SEAMLESS PIPE SCH80,PIPE,86.36,100.0,100.0,0,,93.86,MATCH,3
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0046,8 IN CS WELD NECK FLANGE 300 CLASS,FLANGE,78.69,100.0,100.0,0,,90.41,MATCH,1
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0044,4 IN SS316 WELD NECK FLANGE 300 CLASS,FLANGE,75.0,100.0,100.0,0,,88.75,MATCH,2
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0041,2 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,74.42,100.0,100.0,0,,88.49,MATCH,3
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0042,2 IN SS304 WELD NECK FLANGE 150 CLASS,FLANGE,74.42,100.0,100.0,0,,88.49,MATCH,4
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0048,12 IN CS WELD NECK FLANGE 150 CLASS,FLANGE,74.42,100.0,100.0,0,,88.49,MATCH,5
CPSE-B,"8""CS WELD NECK FLG 300#",8INCS WELD NECK FLANGE 300#,CM0050,6 IN SS316 WELD NECK FLANGE 150 CLASS,FLANGE,74.42,100.0,100.0,0,,88.49,MATCH,6
CPSE-B,"8""PTFE FULL FACE GASK 150#",8INPTFE FULL FACE GASK 150#,CM0055,8 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,66.67,100.0,100.0,0,,85.0,MATCH,1
CPSE-B,"8""PTFE FULL FACE GASK 150#",8INPTFE FULL FACE GASK 150#,CM0056,2 IN PTFE FULL FACE GASKET 150 CLASS,GASKET,63.49,100.0,100.0,0,,83.57,REVIEW,2
CPSE-B,"8""PTFE FULL FACE GASK 150#",8INPTFE FULL FACE GASK 150#,CM0058,6 IN PTFE FULL FACE GASKET 300 CLASS,GASKET,57.14,100.0,100.0,0,,80.71,REVIEW,3
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0035,8 IN SS316 SEAMLESS PIPE SCH40,PIPE,96.55,100.0,100.0,0,,98.45,MATCH,1
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0037,3 IN SS316 SEAMLESS PIPE SCH40,PIPE,93.1,100.0,100.0,0,,96.9,MATCH,2
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0033,4 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,3
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0039,6 IN SS304 SEAMLESS PIPE SCH40,PIPE,86.21,100.0,100.0,0,,93.79,MATCH,4
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0031,2 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,5
CPSE-B,"8""SS316 SEAMLESS PIPE SCH40",8INSS316 SEAMLESS PIPE SCH40,CM0032,3 IN CS SEAMLESS PIPE SCH40,PIPE,82.61,100.0,100.0,0,,92.17,MATCH,6
CPSE-C,A/GRINDER 100MM 750W,A GRINDER 100MM 750W,CM0091,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,94.74,100.0,100.0,0,,97.63,MATCH,1
CPSE-C,A/GRINDER 100MM 750W,A GRINDER 100MM 750W,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,35.0,0.0,100.0,0,,25.75,NO_MATCH,2
CPSE-C,A/GRINDER 100MM 750W,A GRINDER 100MM 750W,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,33.33,0.0,100.0,0,,25.0,NO_MATCH,3
CPSE-C,A/GRINDER 115MM 900W,A GRINDER 115MM 900W,CM0092,ANGLE GRINDER 115MM 900W,INDUSTRIAL_TOOL,94.74,100.0,100.0,0,,97.63,MATCH,1
CPSE-C,A/GRINDER 115MM 900W,A GRINDER 115MM 900W,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,35.0,0.0,100.0,0,,25.75,NO_MATCH,2
CPSE-C,A/GRINDER 115MM 900W,A GRINDER 115MM 900W,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,33.33,0.0,100.0,0,,25.0,NO_MATCH,3
CPSE-C,A/GRINDER 125MM 1100W,A GRINDER 125MM 1100W,CM0093,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,95.0,100.0,100.0,0,,97.75,MATCH,1
CPSE-C,A/GRINDER 125MM 1100W,A GRINDER 125MM 1100W,CM0098,WELDING MACHINE 200A,INDUSTRIAL_TOOL,39.02,0.0,100.0,0,,27.56,NO_MATCH,2
CPSE-C,A/GRINDER 125MM 1100W,A GRINDER 125MM 1100W,CM0099,TORQUE WRENCH 50-250NM,INDUSTRIAL_TOOL,37.21,0.0,100.0,0,,26.74,NO_MATCH,3
CPSE-B,ANGLE GRINDER 100MM 750W,ANGLE GRINDER 100MM 750W,CM0091,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,ANGLE GRINDER 100MM 750W,ANGLE GRINDER 100MM 750W,CM0091,ANGLE GRINDER 100MM 750W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-B,ANGLE GRINDER 115MM 900W,ANGLE GRINDER 115MM 900W,CM0092,ANGLE GRINDER 115MM 900W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,ANGLE GRINDER 115MM 900W,ANGLE GRINDER 115MM 900W,CM0092,ANGLE GRINDER 115MM 900W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-B,ANGLE GRINDER 125MM 1100W,ANGLE GRINDER 125MM 1100W,CM0093,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-A,ANGLE GRINDER 125MM 1100W,ANGLE GRINDER 125MM 1100W,CM0093,ANGLE GRINDER 125MM 1100W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-A,BENCH GRINDER 200MM 550W,BENCH GRINDER 200MM 550W,CM0100,BENCH GRINDER 200MM 550W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,1
CPSE-B,BENCH GRINDER 200MM 550W,BENCH GRINDER 200MM 550W,CM0100,BENCH GRINDER 200MM 550W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,2
CPSE-C,BENCH GRINDER 200MM 550W,BENCH GRINDER 200MM 550W,CM0100,BENCH GRINDER 200MM 550W,INDUSTRIAL_TOOL,100.0,100.0,100.0,0,,100.0,MATCH,3
CPSE-C,C/PMP 100 M3/H 50M HEAD 22KW,C PUMP 100 M3 H 50M HEAD 22KW,CM0085,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 120 M3/H 60M HEAD 30KW,C PUMP 120 M3 H 60M HEAD 30KW,CM0086,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 150 M3/H 50M HEAD 37KW,C PUMP 150 M3 H 50M HEAD 37KW,CM0087,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 20 M3/H 30M HEAD 5.5KW,C PUMP 20 M3 H 30M HEAD 5.5KW,CM0081,CENTRIFUGAL PUMP 20 M3/H 30M HEAD 5.5KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 200 M3/H 60M HEAD 45KW,C PUMP 200 M3 H 60M HEAD 45KW,CM0088,CENTRIFUGAL PUMP 200 M3/H 60M HEAD 45KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 250 M3/H 70M HEAD 55KW,C PUMP 250 M3 H 70M HEAD 55KW,CM0089,CENTRIFUGAL PUMP 250 M3/H 70M HEAD 55KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 30 M3/H 40M HEAD 7.5KW,C PUMP 30 M3 H 40M HEAD 7.5KW,CM0082,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 300 M3/H 80M HEAD 75KW,C PUMP 300 M3 H 80M HEAD 75KW,CM0090,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,86.27,100.0,100.0,0,,93.82,MATCH,1
CPSE-C,C/PMP 50 M3/H 50M HEAD 11KW,C PUMP 50 M3 H 50M HEAD 11KW,CM0083,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-C,C/PMP 75 M3/H 40M HEAD 15KW,C PUMP 75 M3 H 40M HEAD 15KW,CM0084,CENTRIFUGAL PUMP 75 M3/H 40M HEAD 15KW,PUMP,85.71,100.0,100.0,0,,93.57,MATCH,1
CPSE-A,CENT PMP 100 M3/H 50M HEAD 22KW,CENT PUMP 100 M3 H 50M HEAD 22KW,CM0085,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 120 M3/H 60M HEAD 30KW,CENT PUMP 120 M3 H 60M HEAD 30KW,CM0086,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 150 M3/H 50M HEAD 37KW,CENT PUMP 150 M3 H 50M HEAD 37KW,CM0087,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 20 M3/H 30M HEAD 5.5KW,CENT PUMP 20 M3 H 30M HEAD 5.5KW,CM0081,CENTRIFUGAL PUMP 20 M3/H 30M HEAD 5.5KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 200 M3/H 60M HEAD 45KW,CENT PUMP 200 M3 H 60M HEAD 45KW,CM0088,CENTRIFUGAL PUMP 200 M3/H 60M HEAD 45KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 250 M3/H 70M HEAD 55KW,CENT PUMP 250 M3 H 70M HEAD 55KW,CM0089,CENTRIFUGAL PUMP 250 M3/H 70M HEAD 55KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 30 M3/H 40M HEAD 7.5KW,CENT PUMP 30 M3 H 40M HEAD 7.5KW,CM0082,CENTRIFUGAL PUMP 30 M3/H 40M HEAD 7.5KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 300 M3/H 80M HEAD 75KW,CENT PUMP 300 M3 H 80M HEAD 75KW,CM0090,CENTRIFUGAL PUMP 300 M3/H 80M HEAD 75KW,PUMP,84.51,100.0,100.0,0,,93.03,MATCH,1
CPSE-A,CENT PMP 50 M3/H 50M HEAD 11KW,CENT PUMP 50 M3 H 50M HEAD 11KW,CM0083,CENTRIFUGAL PUMP 50 M3/H 50M HEAD 11KW,PUMP,84.06,100.0,100.0,0,,92.83,MATCH,1
CPSE-A,CENT PMP 75 M3/H 40M HEAD 15KW,CENT PUMP 75 M3 H 40M HEAD 15KW,CM0084,CENTRIFUGAL PUMP 75 M3/H 40M HEAD 15KW,PUMP,84.06,100.0,100.0,0,,92.83,MATCH,1
CPSE-B,CENTRIF PUMP 100 M3/H 50M HEAD 22KW,CENTRIF PUMP 100 M3 H 50M HEAD 22KW,CM0085,CENTRIFUGAL PUMP 100 M3/H 50M HEAD 22KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 120 M3/H 60M HEAD 30KW,CENTRIF PUMP 120 M3 H 60M HEAD 30KW,CM0086,CENTRIFUGAL PUMP 120 M3/H 60M HEAD 30KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
CPSE-B,CENTRIF PUMP 150 M3/H 50M HEAD 37KW,CENTRIF PUMP 150 M3 H 50M HEAD 37KW,CM0087,CENTRIFUGAL PUMP 150 M3/H 50M HEAD 37KW,PUMP,89.19,100.0,100.0,0,,95.14,MATCH,1
